,Report_Date,Portugal_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.27347609542318,11261.8568507722,True,1,0.26245774778547876,19709.692467103643
1,2020-01-23,0,75.27347609542318,11261.8568507722,True,2,0.30583206798178175,19709.692467103643
2,2020-01-24,0,75.27347609542318,11261.8568507722,True,3,0.35637440627333,19709.692467103643
3,2020-01-25,0,75.27347609542318,11261.8568507722,True,4,0.4152693051004983,19709.692467103643
4,2020-01-26,0,75.27347609542318,11261.8568507722,True,5,0.4838970425558087,19709.692467103643
5,2020-01-27,0,75.27347609542318,11261.8568507722,True,6,0.5638659708537691,19709.692467103643
6,2020-01-28,0,75.27347609542318,11261.8568507722,True,7,0.6570501957421531,19709.692467103643
7,2020-01-29,0,75.27347609542318,11261.8568507722,True,8,0.7656334782859101,19709.692467103643
8,2020-01-30,0,75.27347609542318,11261.8568507722,True,9,0.8921603856818658,19709.692467103643
9,2020-01-31,0,75.27347609542318,11261.8568507722,True,10,1.0395958868320474,19709.692467103643
10,2020-02-01,0,75.27347609542318,11261.8568507722,True,11,1.2113947851996232,19709.692467103643
11,2020-02-02,0,75.27347609542318,11261.8568507722,True,12,1.4115826104995302,19709.692467103643
12,2020-02-03,0,75.27347609542318,11261.8568507722,True,13,1.6448498572584782,19709.692467103643
13,2020-02-04,0,75.27347609542318,11261.8568507722,True,14,1.9166617682646638,19709.692467103643
14,2020-02-05,0,75.27347609542318,11261.8568507722,True,15,2.233386221413778,19709.692467103643
15,2020-02-06,0,75.27347609542318,11261.8568507722,True,16,2.6024426975303183,19709.692467103643
16,2020-02-07,0,75.27347609542318,11261.8568507722,True,17,3.0324757937306472,19709.692467103643
17,2020-02-08,0,75.27347609542318,11261.8568507722,True,18,3.5335573125412223,19709.692467103643
18,2020-02-09,0,75.27347609542318,11261.8568507722,True,19,4.117421613641305,19709.692467103643
19,2020-02-10,0,75.27347609542318,11261.8568507722,True,20,4.797739676922712,19709.692467103643
20,2020-02-11,0,75.27347609542318,11261.8568507722,True,21,5.590438208734267,19709.692467103643
21,2020-02-12,0,75.27347609542318,11261.8568507722,True,22,6.514071146139092,19709.692467103643
22,2020-02-13,0,75.27347609542318,11261.8568507722,True,23,7.590252097662572,19709.692467103643
23,2020-02-14,0,75.27347609542318,11261.8568507722,True,24,8.8441576269259,19709.692467103643
24,2020-02-15,0,75.27347609542318,11261.8568507722,True,25,10.305112864163776,19709.692467103643
25,2020-02-16,0,75.27347609542318,11261.8568507722,True,26,12.007272749272502,19709.692467103643
26,2020-02-17,0,75.27347609542318,11261.8568507722,True,27,13.990414301006004,19709.692467103643
27,2020-02-18,0,75.27347609542318,11261.8568507722,True,28,16.30085770524096,19709.692467103643
28,2020-02-19,0,75.27347609542318,11261.8568507722,True,29,18.992536758146187,19709.692467103643
29,2020-02-20,0,75.27347609542318,11261.8568507722,True,30,22.128242326317938,19709.692467103643
30,2020-02-21,0,75.27347609542318,11261.8568507722,True,31,25.781066034200194,19709.692467103643
31,2020-02-22,0,75.27347609542318,11261.8568507722,True,32,30.03607539594733,19709.692467103643
32,2020-02-23,0,75.27347609542318,11261.8568507722,True,33,34.99225610539229,19709.692467103643
33,2020-02-24,0,75.27347609542318,11261.8568507722,True,34,40.76476220479288,19709.692467103643
34,2020-02-25,0,75.27347609542318,11261.8568507722,True,35,47.48752037425638,19709.692467103643
35,2020-02-26,0,75.27347609542318,11261.8568507722,True,36,55.31624059614576,19709.692467103643
36,2020-02-27,0,75.27347609542318,11261.8568507722,True,37,64.43189188917678,19709.692467103643
37,2020-02-28,0,75.27347609542318,11261.8568507722,True,38,75.04470855370164,19709.692467103643
38,2020-02-29,0,75.27347609542318,11261.8568507722,True,39,87.39879921803946,19709.692467103643
39,2020-03-01,0,75.27347609542318,11261.8568507722,True,40,101.77743760451621,19709.692467103643
40,2020-03-02,2,75.27347609542318,11261.8568507722,True,41,118.50911986198803,19709.692467103643
41,2020-03-03,2,75.27347609542318,11261.8568507722,True,42,137.9744778409013,19709.692467103643
42,2020-03-04,5,75.27347609542318,11261.8568507722,True,43,160.61413982925964,19709.692467103643
43,2020-03-05,8,75.27347609542318,11261.8568507722,True,44,186.93762865303427,19709.692467103643
44,2020-03-06,13,75.27347609542318,11261.8568507722,True,45,217.53337980720573,19709.692467103643
45,2020-03-07,20,75.27347609542318,11261.8568507722,True,46,253.07994692800193,19709.692467103643
46,2020-03-08,30,75.27347609542318,11261.8568507722,True,47,294.3584351622134,19709.692467103643
47,2020-03-09,30,75.27347609542318,11261.8568507722,True,48,342.2661606035854,19709.692467103643
48,2020-03-10,41,75.27347609542318,11261.8568507722,True,49,397.83147060556587,19709.692467103643
49,2020-03-11,59,75.27347609542318,11261.8568507722,True,50,462.2295688672166,19709.692467103643
50,2020-03-12,59,75.27347609542318,11261.8568507722,True,51,536.7990628869942,19709.692467103643
51,2020-03-13,112,75.27347609542318,11261.8568507722,True,52,623.0587807424627,19709.692467103643
