,Report_Date,France_saint pierre and miquelon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
47,2020-03-09,0,89.5415045394678,0.7774007190639497,False,48,0.05449262485464709,0.0028898537318425635
48,2020-03-10,0,89.5415045394678,0.7774007190639497,False,49,0.05884849313289606,0.0028898537318425635
49,2020-03-11,0,89.5415045394678,0.7774007190639497,False,50,0.06353780213870182,0.0028898537318425635
50,2020-03-12,0,89.5415045394678,0.7774007190639497,False,51,0.06858364499994243,0.0028898537318425635
51,2020-03-13,0,89.5415045394678,0.7774007190639497,False,52,0.0740103153688149,0.0028898537318425635
52,2020-03-14,0,89.5415045394678,0.7774007190639497,False,53,0.07984330259939505,0.0028898537318425635
53,2020-03-15,0,89.5415045394678,0.7774007190639497,False,54,0.08610927312729381,0.0028898537318425635
54,2020-03-16,0,89.5415045394678,0.7774007190639497,False,55,0.09283603564478723,0.0028898537318425635
55,2020-03-17,0,89.5415045394678,0.7774007190639497,False,56,0.10005248746402796,0.0028898537318425635
56,2020-03-18,0,89.5415045394678,0.7774007190639497,False,57,0.1077885392809131,0.0028898537318425635
57,2020-03-19,0,89.5415045394678,0.7774007190639497,False,58,0.116075015405201,0.0028898537318425635
58,2020-03-20,0,89.5415045394678,0.7774007190639497,False,59,0.12494352642334132,0.0028898537318425635
59,2020-03-21,0,89.5415045394678,0.7774007190639497,False,60,0.1344263112265351,0.0028898537318425635
60,2020-03-22,0,89.5415045394678,0.7774007190639497,False,61,0.14455604538755956,0.0028898537318425635
61,2020-03-23,0,89.5415045394678,0.7774007190639497,False,62,0.155365613027849,0.0028898537318425635
62,2020-03-24,0,89.5415045394678,0.7774007190639497,False,63,0.16688783960483172,0.0028898537318425635
63,2020-03-25,0,89.5415045394678,0.7774007190639497,False,64,0.17915518349300902,0.0028898537318425635
64,2020-03-26,0,89.5415045394678,0.7774007190639497,False,65,0.19219938485472263,0.0028898537318425635
65,2020-03-27,0,89.5415045394678,0.7774007190639497,False,66,0.20605107111992244,0.0028898537318425635
66,2020-03-28,0,89.5415045394678,0.7774007190639497,False,67,0.2207393194362743,0.0028898537318425635
67,2020-03-29,0,89.5415045394678,0.7774007190639497,False,68,0.23629117772271044,0.0028898537318425635
68,2020-03-30,0,89.5415045394678,0.7774007190639497,False,69,0.25273114746247044,0.0028898537318425635
69,2020-03-31,0,89.5415045394678,0.7774007190639497,False,70,0.2700806330945317,0.0028898537318425635
70,2020-04-01,0,89.5415045394678,0.7774007190639497,False,71,0.28835736477784785,0.0028898537318425635
71,2020-04-02,0,89.5415045394678,0.7774007190639497,False,72,0.30757480336495086,0.0028898537318425635
72,2020-04-03,0,89.5415045394678,0.7774007190639497,False,73,0.3277415385630511,0.0028898537318425635
73,2020-04-04,0,89.5415045394678,0.7774007190639497,False,74,0.34886069339240156,0.0028898537318425635
74,2020-04-05,1,89.5415045394678,0.7774007190639497,False,75,0.3709293500621973,0.0028898537318425635
75,2020-04-06,1,89.5415045394678,0.7774007190639497,False,76,0.39393801414332724,0.0028898537318425635
76,2020-04-07,1,89.5415045394678,0.7774007190639497,False,77,0.41787013528040207,0.0028898537318425635
77,2020-04-08,1,89.5415045394678,0.7774007190639497,False,78,0.4427017035019265,0.0028898537318425635
