,Report_Date,France_saint pierre and miquelon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,89.5415045394678,0.7774007190639497,False,1,0.0013256390354837826,0.0028898537318425635
1,2020-01-23,0,89.5415045394678,0.7774007190639497,False,2,0.0014356708034871982,0.0028898537318425635
2,2020-01-24,0,89.5415045394678,0.7774007190639497,False,3,0.0015548263767879334,0.0028898537318425635
3,2020-01-25,0,89.5415045394678,0.7774007190639497,False,4,0.001683860718825566,0.0028898537318425635
4,2020-01-26,0,89.5415045394678,0.7774007190639497,False,5,0.001823590990572261,0.0028898537318425635
5,2020-01-27,0,89.5415045394678,0.7774007190639497,False,6,0.0019749016274552642,0.0028898537318425635
6,2020-01-28,0,89.5415045394678,0.7774007190639497,False,7,0.0021387498225132204,0.0028898537318425635
7,2020-01-29,0,89.5415045394678,0.7774007190639497,False,8,0.002316171446869352,0.0028898537318425635
8,2020-01-30,0,89.5415045394678,0.7774007190639497,False,9,0.0025082874407321644,0.0028898537318425635
9,2020-01-31,0,89.5415045394678,0.7774007190639497,False,10,0.002716310710361908,0.0028898537318425635
10,2020-02-01,0,89.5415045394678,0.7774007190639497,False,11,0.002941553568763904,0.0028898537318425635
11,2020-02-02,0,89.5415045394678,0.7774007190639497,False,12,0.0031854357602811322,0.0028898537318425635
12,2020-02-03,0,89.5415045394678,0.7774007190639497,False,13,0.003449493111748212,0.0028898537318425635
13,2020-02-04,0,89.5415045394678,0.7774007190639497,False,14,0.003735386855423378,0.0028898537318425635
14,2020-02-05,0,89.5415045394678,0.7774007190639497,False,15,0.00404491367151647,0.0028898537318425635
15,2020-02-06,0,89.5415045394678,0.7774007190639497,False,16,0.004380016500756032,0.0028898537318425635
16,2020-02-07,0,89.5415045394678,0.7774007190639497,False,17,0.004742796180058162,0.0028898537318425635
17,2020-02-08,0,89.5415045394678,0.7774007190639497,False,18,0.005135523956936955,0.0028898537318425635
18,2020-02-09,0,89.5415045394678,0.7774007190639497,False,19,0.005560654940786127,0.0028898537318425635
19,2020-02-10,0,89.5415045394678,0.7774007190639497,False,20,0.006020842551508108,0.0028898537318425635
20,2020-02-11,0,89.5415045394678,0.7774007190639497,False,21,0.00651895402810323,0.0028898537318425635
21,2020-02-12,0,89.5415045394678,0.7774007190639497,False,22,0.007058087061676545,0.0028898537318425635
22,2020-02-13,0,89.5415045394678,0.7774007190639497,False,23,0.007641587618775732,0.0028898537318425635
23,2020-02-14,0,89.5415045394678,0.7774007190639497,False,24,0.008273069021924815,0.0028898537318425635
24,2020-02-15,0,89.5415045394678,0.7774007190639497,False,25,0.008956432354527455,0.0028898537318425635
25,2020-02-16,0,89.5415045394678,0.7774007190639497,False,26,0.009695888256818355,0.0028898537318425635
26,2020-02-17,0,89.5415045394678,0.7774007190639497,False,27,0.010495980178051785,0.0028898537318425635
27,2020-02-18,0,89.5415045394678,0.7774007190639497,False,28,0.011361609147410084,0.0028898537318425635
28,2020-02-19,0,89.5415045394678,0.7774007190639497,False,29,0.012298060121934037,0.0028898537318425635
29,2020-02-20,0,89.5415045394678,0.7774007190639497,False,30,0.013311029963822447,0.0028898537318425635
30,2020-02-21,0,89.5415045394678,0.7774007190639497,False,31,0.014406657091375655,0.0028898537318425635
31,2020-02-22,0,89.5415045394678,0.7774007190639497,False,32,0.015591552837273084,0.0028898537318425635
32,2020-02-23,0,89.5415045394678,0.7774007190639497,False,33,0.016872834534328408,0.0028898537318425635
33,2020-02-24,0,89.5415045394678,0.7774007190639497,False,34,0.018258160331848818,0.0028898537318425635
34,2020-02-25,0,89.5415045394678,0.7774007190639497,False,35,0.019755765724663137,0.0028898537318425635
35,2020-02-26,0,89.5415045394678,0.7774007190639497,False,36,0.021374501751136584,0.0028898537318425635
36,2020-02-27,0,89.5415045394678,0.7774007190639497,False,37,0.023123874785345843,0.0028898537318425635
37,2020-02-28,0,89.5415045394678,0.7774007190639497,False,38,0.025014087811264425,0.0028898537318425635
38,2020-02-29,0,89.5415045394678,0.7774007190639497,False,39,0.02705608302245354,0.0028898537318425635
39,2020-03-01,0,89.5415045394678,0.7774007190639497,False,40,0.029261585538450718,0.0028898537318425635
40,2020-03-02,0,89.5415045394678,0.7774007190639497,False,41,0.03164314796782756,0.0028898537318425635
41,2020-03-03,0,89.5415045394678,0.7774007190639497,False,42,0.0342141954767362,0.0028898537318425635
42,2020-03-04,0,89.5415045394678,0.7774007190639497,False,43,0.03698907093965481,0.0028898537318425635
43,2020-03-05,0,89.5415045394678,0.7774007190639497,False,44,0.039983079654959126,0.0028898537318425635
44,2020-03-06,0,89.5415045394678,0.7774007190639497,False,45,0.04321253300093347,0.0028898537318425635
45,2020-03-07,0,89.5415045394678,0.7774007190639497,False,46,0.04669479028704404,0.0028898537318425635
46,2020-03-08,0,89.5415045394678,0.7774007190639497,False,47,0.05044829792007072,0.0028898537318425635
