,Report_Date,Norway_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.93502188791248,3423.037213287135,True,1,0.2609406685975529,6676.100708323049
1,2020-01-23,0,64.93502188791248,3423.037213287135,True,2,0.3059525929739196,6676.100708323049
2,2020-01-24,0,64.93502188791248,3423.037213287135,True,3,0.3587286086218667,6676.100708323049
3,2020-01-25,0,64.93502188791248,3423.037213287135,True,4,0.4206077884880087,6676.100708323049
4,2020-01-26,0,64.93502188791248,3423.037213287135,True,5,0.49316009831450597,6676.100708323049
5,2020-01-27,0,64.93502188791248,3423.037213287135,True,6,0.5782261874598607,6676.100708323049
6,2020-01-28,0,64.93502188791248,3423.037213287135,True,7,0.6779640290313883,6676.100708323049
7,2020-01-29,0,64.93502188791248,3423.037213287135,True,8,0.7949035853138889,6676.100708323049
8,2020-01-30,0,64.93502188791248,3423.037213287135,True,9,0.9320108752601467,6676.100708323049
9,2020-01-31,0,64.93502188791248,3423.037213287135,True,10,1.0927630554463628,6676.100708323049
10,2020-02-01,0,64.93502188791248,3423.037213287135,True,11,1.2812363999384668,6676.100708323049
11,2020-02-02,0,64.93502188791248,3423.037213287135,True,12,1.5022093843610136,6676.100708323049
12,2020-02-03,0,64.93502188791248,3423.037213287135,True,13,1.7612834524609335,6676.100708323049
13,2020-02-04,0,64.93502188791248,3423.037213287135,True,14,2.065024478029317,6676.100708323049
14,2020-02-05,0,64.93502188791248,3423.037213287135,True,15,2.421128440772297,6676.100708323049
15,2020-02-06,0,64.93502188791248,3423.037213287135,True,16,2.8386154224627655,6676.100708323049
16,2020-02-07,0,64.93502188791248,3423.037213287135,True,17,3.3280567116599253,6676.100708323049
17,2020-02-08,0,64.93502188791248,3423.037213287135,True,18,3.901840595039106,6676.100708323049
18,2020-02-09,0,64.93502188791248,3423.037213287135,True,19,4.574483325872893,6676.100708323049
19,2020-02-10,0,64.93502188791248,3423.037213287135,True,20,5.362992811619445,6676.100708323049
20,2020-02-11,0,64.93502188791248,3423.037213287135,True,21,6.287293770027851,6676.100708323049
21,2020-02-12,0,64.93502188791248,3423.037213287135,True,22,7.370724484232069,6676.100708323049
22,2020-02-13,0,64.93502188791248,3423.037213287135,True,23,8.640616859157916,6676.100708323049
23,2020-02-14,0,64.93502188791248,3423.037213287135,True,24,10.128973259718807,6676.100708323049
24,2020-02-15,0,64.93502188791248,3423.037213287135,True,25,11.873255607612215,6676.100708323049
25,2020-02-16,0,64.93502188791248,3423.037213287135,True,26,13.917304433471902,6676.100708323049
26,2020-02-17,0,64.93502188791248,3423.037213287135,True,27,16.312408019550542,6676.100708323049
27,2020-02-18,0,64.93502188791248,3423.037213287135,True,28,19.118544403548263,6676.100708323049
28,2020-02-19,0,64.93502188791248,3423.037213287135,True,29,22.40582180084262,6676.100708323049
29,2020-02-20,0,64.93502188791248,3423.037213287135,True,30,26.256145858971763,6676.100708323049
30,2020-02-21,0,64.93502188791248,3423.037213287135,True,31,30.765144953104684,6676.100708323049
31,2020-02-22,0,64.93502188791248,3423.037213287135,True,32,36.04438726220439,6676.100708323049
32,2020-02-23,0,64.93502188791248,3423.037213287135,True,33,42.22392533338702,6676.100708323049
33,2020-02-24,0,64.93502188791248,3423.037213287135,True,34,49.45520481579099,6676.100708323049
34,2020-02-25,0,64.93502188791248,3423.037213287135,True,35,57.914373418807976,6676.100708323049
35,2020-02-26,1,64.93502188791248,3423.037213287135,True,36,67.80602308642598,6676.100708323049
36,2020-02-27,1,64.93502188791248,3423.037213287135,True,37,79.3673917475147,6676.100708323049
37,2020-02-28,6,64.93502188791248,3423.037213287135,True,38,92.87303929754863,6676.100708323049
38,2020-02-29,15,64.93502188791248,3423.037213287135,True,39,108.63999373438509,6676.100708323049
39,2020-03-01,19,64.93502188791248,3423.037213287135,True,40,127.03333512372834,6676.100708323049
40,2020-03-02,25,64.93502188791248,3423.037213287135,True,41,148.47214423945783,6676.100708323049
41,2020-03-03,32,64.93502188791248,3423.037213287135,True,42,173.4356856565147,6676.100708323049
42,2020-03-04,56,64.93502188791248,3423.037213287135,True,43,202.46961763560765,6676.100708323049
43,2020-03-05,87,64.93502188791248,3423.037213287135,True,44,236.19191899907514,6676.100708323049
44,2020-03-06,108,64.93502188791248,3423.037213287135,True,45,275.29809239904097,6676.100708323049
45,2020-03-07,147,64.93502188791248,3423.037213287135,True,46,320.56504133602124,6676.100708323049
46,2020-03-08,176,64.93502188791248,3423.037213287135,True,47,372.85282536804175,6676.100708323049
47,2020-03-09,205,64.93502188791248,3423.037213287135,True,48,433.10327981550455,6676.100708323049
48,2020-03-10,400,64.93502188791248,3423.037213287135,True,49,502.33425702724907,6676.100708323049
49,2020-03-11,598,64.93502188791248,3423.037213287135,True,50,581.6280323843475,6676.100708323049
50,2020-03-12,702,64.93502188791248,3423.037213287135,True,51,672.1122626132864,6676.100708323049
51,2020-03-13,996,64.93502188791248,3423.037213287135,True,52,774.9318493377448,6676.100708323049
52,2020-03-14,1090,64.93502188791248,3423.037213287135,True,53,891.2102299651207,6676.100708323049
53,2020-03-15,1221,64.93502188791248,3423.037213287135,True,54,1021.9990886178845,6676.100708323049
54,2020-03-16,1333,64.93502188791248,3423.037213287135,True,55,1168.216349501593,6676.100708323049
55,2020-03-17,1463,64.93502188791248,3423.037213287135,True,56,1330.5736539978402,6676.100708323049
56,2020-03-18,1550,64.93502188791248,3423.037213287135,True,57,1509.4963327999758,6676.100708323049
57,2020-03-19,1746,64.93502188791248,3423.037213287135,True,58,1705.0410503024918,6676.100708323049
58,2020-03-20,1914,64.93502188791248,3423.037213287135,True,59,1916.8185445659815,6676.100708323049
59,2020-03-21,2118,64.93502188791248,3423.037213287135,True,60,2143.9307627121934,6676.100708323049
60,2020-03-22,2385,64.93502188791248,3423.037213287135,True,61,2384.932618664414,6676.100708323049
61,2020-03-23,2621,64.93502188791248,3423.037213287135,True,62,2637.8279898851947,6676.100708323049
62,2020-03-24,2863,64.93502188791248,3423.037213287135,True,63,2900.107019744431,6676.100708323049
63,2020-03-25,3084,64.93502188791248,3423.037213287135,True,64,3168.8273003941167,6676.100708323049
64,2020-03-26,3369,64.93502188791248,3423.037213287135,True,65,3440.7356230454493,6676.100708323049
65,2020-03-27,3755,64.93502188791248,3423.037213287135,True,66,3712.420773025277,6676.100708323049
66,2020-03-28,4015,64.93502188791248,3423.037213287135,True,67,3980.4826865600135,6676.100708323049
67,2020-03-29,4284,64.93502188791248,3423.037213287135,True,68,4241.700440359354,6676.100708323049
68,2020-03-30,4445,64.93502188791248,3423.037213287135,True,69,4493.181750812991,6676.100708323049
69,2020-03-31,4641,64.93502188791248,3423.037213287135,True,70,4732.479862842404,6676.100708323049
70,2020-04-01,4863,64.93502188791248,3423.037213287135,True,71,4957.669083492489,6676.100708323049
71,2020-04-02,5147,64.93502188791248,3423.037213287135,True,72,5167.376457767744,6676.100708323049
72,2020-04-03,5370,64.93502188791248,3423.037213287135,True,73,5360.772841642919,6676.100708323049
73,2020-04-04,5550,64.93502188791248,3423.037213287135,True,74,5537.530885086062,6676.100708323049
74,2020-04-05,5687,64.93502188791248,3423.037213287135,True,75,5697.759725264179,6676.100708323049
75,2020-04-06,5865,64.93502188791248,3423.037213287135,True,76,5841.92657167885,6676.100708323049
76,2020-04-07,6086,64.93502188791248,3423.037213287135,True,77,5970.7742797839455,6676.100708323049
77,2020-04-08,6086,64.93502188791248,3423.037213287135,True,78,6085.242054197403,6676.100708323049
