,Report_Date,Haiti_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,0,74.97205426626343,21.804269535526913,True,58,2.997454179547091,38.41306162235598
58,2020-03-20,2,74.97205426626343,21.804269535526913,True,59,3.4555512992407613,38.41306162235598
59,2020-03-21,2,74.97205426626343,21.804269535526913,True,60,3.9768031164388282,38.41306162235598
60,2020-03-22,2,74.97205426626343,21.804269535526913,True,61,4.567738435262305,38.41306162235598
61,2020-03-23,6,74.97205426626343,21.804269535526913,True,62,5.234885408279633,38.41306162235598
62,2020-03-24,7,74.97205426626343,21.804269535526913,True,63,5.984536734616802,38.41306162235598
63,2020-03-25,8,74.97205426626343,21.804269535526913,True,64,6.822454208239968,38.41306162235598
64,2020-03-26,8,74.97205426626343,21.804269535526913,True,65,7.7535144799060065,38.41306162235598
65,2020-03-27,8,74.97205426626343,21.804269535526913,True,66,8.781305278255154,38.41306162235598
66,2020-03-28,8,74.97205426626343,21.804269535526913,True,67,9.907690774936247,38.41306162235598
67,2020-03-29,15,74.97205426626343,21.804269535526913,True,68,11.132375511251066,38.41306162235598
68,2020-03-30,15,74.97205426626343,21.804269535526913,True,69,12.452506827423884,38.41306162235598
69,2020-03-31,15,74.97205426626343,21.804269535526913,True,70,13.862363819166768,38.41306162235598
70,2020-04-01,16,74.97205426626343,21.804269535526913,True,71,15.353183806142836,38.41306162235598
71,2020-04-02,16,74.97205426626343,21.804269535526913,True,72,16.913172598047833,38.41306162235598
72,2020-04-03,18,74.97205426626343,21.804269535526913,True,73,18.52773095898141,38.41306162235598
73,2020-04-04,20,74.97205426626343,21.804269535526913,True,74,20.17990696269844,38.41306162235598
74,2020-04-05,21,74.97205426626343,21.804269535526913,True,75,21.851055186735834,38.41306162235598
75,2020-04-06,24,74.97205426626343,21.804269535526913,True,76,23.521653934791775,38.41306162235598
76,2020-04-07,25,74.97205426626343,21.804269535526913,True,77,25.172207098271638,38.41306162235598
77,2020-04-08,27,74.97205426626343,21.804269535526913,True,78,26.784143519193194,38.41306162235598
