,Report_Date,UK_isle of man_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,0,84.37874698396902,272.1275626701455,False,58,14.686902573183938,544.2551253391327
58,2020-03-20,1,84.37874698396902,272.1275626701455,False,59,16.75914756028381,544.2551253391327
59,2020-03-21,1,84.37874698396902,272.1275626701455,False,60,19.11322274599967,544.2551253391327
60,2020-03-22,5,84.37874698396902,272.1275626701455,False,61,21.78430763632416,544.2551253391327
61,2020-03-23,13,84.37874698396902,272.1275626701455,False,62,24.811041924817328,544.2551253391327
62,2020-03-24,23,84.37874698396902,272.1275626701455,False,63,28.235586944137836,544.2551253391327
63,2020-03-25,23,84.37874698396902,272.1275626701455,False,64,32.10359196085402,544.2551253391327
64,2020-03-26,25,84.37874698396902,272.1275626701455,False,65,36.464033178809885,544.2551253391327
65,2020-03-27,29,84.37874698396902,272.1275626701455,False,66,41.36888830661846,544.2551253391327
66,2020-03-28,32,84.37874698396902,272.1275626701455,False,67,46.87260537748565,544.2551253391327
67,2020-03-29,42,84.37874698396902,272.1275626701455,False,68,53.03132210067279,544.2551253391327
68,2020-03-30,49,84.37874698396902,272.1275626701455,False,69,59.90179258452526,544.2551253391327
69,2020-03-31,60,84.37874698396902,272.1275626701455,False,70,67.53998328596357,544.2551253391327
70,2020-04-01,68,84.37874698396902,272.1275626701455,False,71,75.99931117307224,544.2551253391327
71,2020-04-02,95,84.37874698396902,272.1275626701455,False,72,85.32851597062721,544.2551253391327
72,2020-04-03,114,84.37874698396902,272.1275626701455,False,73,95.56918625763059,544.2551253391327
73,2020-04-04,126,84.37874698396902,272.1275626701455,False,74,106.75299650894392,544.2551253391327
74,2020-04-05,127,84.37874698396902,272.1275626701455,False,75,118.89875787624601,544.2551253391327
75,2020-04-06,139,84.37874698396902,272.1275626701455,False,76,132.00943649103763,544.2551253391327
76,2020-04-07,150,84.37874698396902,272.1275626701455,False,77,146.0693437713848,544.2551253391327
77,2020-04-08,158,84.37874698396902,272.1275626701455,False,78,161.04174557397266,544.2551253391327
