,Report_Date,Azerbaijan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.6698980417145,1606.6644686900415,False,1,0.03673464569521391,3213.3289373800844
1,2020-01-23,0,86.6698980417145,1606.6644686900415,False,2,0.04195272967619078,3213.3289373800844
2,2020-01-24,0,86.6698980417145,1606.6644686900415,False,3,0.04791202114471068,3213.3289373800844
3,2020-01-25,0,86.6698980417145,1606.6644686900415,False,4,0.05471780223002806,3213.3289373800844
4,2020-01-26,0,86.6698980417145,1606.6644686900415,False,5,0.0624903084563895,3213.3289373800844
5,2020-01-27,0,86.6698980417145,1606.6644686900415,False,6,0.07136685228713083,3213.3289373800844
6,2020-01-28,0,86.6698980417145,1606.6644686900415,False,7,0.0815042481403118,3213.3289373800844
7,2020-01-29,0,86.6698980417145,1606.6644686900415,False,8,0.09308158164583828,3213.3289373800844
8,2020-01-30,0,86.6698980417145,1606.6644686900415,False,9,0.10630337197304651,3213.3289373800844
9,2020-01-31,0,86.6698980417145,1606.6644686900415,False,10,0.12140318297243362,3213.3289373800844
10,2020-02-01,0,86.6698980417145,1606.6644686900415,False,11,0.13864774676563799,3213.3289373800844
11,2020-02-02,0,86.6698980417145,1606.6644686900415,False,12,0.15834167242052563,3213.3289373800844
12,2020-02-03,0,86.6698980417145,1606.6644686900415,False,13,0.18083282261873815,3213.3289373800844
13,2020-02-04,0,86.6698980417145,1606.6644686900415,False,14,0.206518452938024,3213.3289373800844
14,2020-02-05,0,86.6698980417145,1606.6644686900415,False,15,0.23585222173189332,3213.3289373800844
15,2020-02-06,0,86.6698980417145,1606.6644686900415,False,16,0.26935219382259,3213.3289373800844
16,2020-02-07,0,86.6698980417145,1606.6644686900415,False,17,0.30760997858868483,3213.3289373800844
17,2020-02-08,0,86.6698980417145,1606.6644686900415,False,18,0.35130116281885027,3213.3289373800844
18,2020-02-09,0,86.6698980417145,1606.6644686900415,False,19,0.40119722125036494,3213.3289373800844
19,2020-02-10,0,86.6698980417145,1606.6644686900415,False,20,0.4581791133896454,3213.3289373800844
20,2020-02-11,0,86.6698980417145,1606.6644686900415,False,21,0.5232528044459492,3213.3289373800844
21,2020-02-12,0,86.6698980417145,1606.6644686900415,False,22,0.5975669814752357,3213.3289373800844
22,2020-02-13,0,86.6698980417145,1606.6644686900415,False,23,0.6824332736651535,3213.3289373800844
23,2020-02-14,0,86.6698980417145,1606.6644686900415,False,24,0.7793493286955001,3213.3289373800844
24,2020-02-15,0,86.6698980417145,1606.6644686900415,False,25,0.8900251459534716,3213.3289373800844
25,2020-02-16,0,86.6698980417145,1606.6644686900415,False,26,1.0164131228185578,3213.3289373800844
26,2020-02-17,0,86.6698980417145,1606.6644686900415,False,27,1.1607423330889626,3213.3289373800844
27,2020-02-18,0,86.6698980417145,1606.6644686900415,False,28,1.3255576278171761,3213.3289373800844
28,2020-02-19,0,86.6698980417145,1606.6644686900415,False,29,1.5137642293630889,3213.3289373800844
29,2020-02-20,0,86.6698980417145,1606.6644686900415,False,30,1.7286785804544251,3213.3289373800844
30,2020-02-21,0,86.6698980417145,1606.6644686900415,False,31,1.9740863126479697,3213.3289373800844
31,2020-02-22,0,86.6698980417145,1606.6644686900415,False,32,2.254308314070325,3213.3289373800844
32,2020-02-23,0,86.6698980417145,1606.6644686900415,False,33,2.5742760060048027,3213.3289373800844
33,2020-02-24,0,86.6698980417145,1606.6644686900415,False,34,2.939617083138588,3213.3289373800844
34,2020-02-25,0,86.6698980417145,1606.6644686900415,False,35,3.3567531344450106,3213.3289373800844
35,2020-02-26,0,86.6698980417145,1606.6644686900415,False,36,3.8330107420416994,3213.3289373800844
36,2020-02-27,0,86.6698980417145,1606.6644686900415,False,37,4.376747855084492,3213.3289373800844
37,2020-02-28,0,86.6698980417145,1606.6644686900415,False,38,4.997497455718155,3213.3289373800844
38,2020-02-29,0,86.6698980417145,1606.6644686900415,False,39,5.706130774779581,3213.3289373800844
39,2020-03-01,3,86.6698980417145,1606.6644686900415,False,40,6.515042576178003,3213.3289373800844
40,2020-03-02,3,86.6698980417145,1606.6644686900415,False,41,7.438361309584146,3213.3289373800844
41,2020-03-03,3,86.6698980417145,1606.6644686900415,False,42,8.492187228874542,3213.3289373800844
42,2020-03-04,3,86.6698980417145,1606.6644686900415,False,43,9.694861884536344,3213.3289373800844
43,2020-03-05,6,86.6698980417145,1606.6644686900415,False,44,11.067272715342284,3213.3289373800844
44,2020-03-06,6,86.6698980417145,1606.6644686900415,False,45,12.63319677818675,3213.3289373800844
45,2020-03-07,9,86.6698980417145,1606.6644686900415,False,46,14.419687950835021,3213.3289373800844
46,2020-03-08,9,86.6698980417145,1606.6644686900415,False,47,16.457512200606757,3213.3289373800844
47,2020-03-09,9,86.6698980417145,1606.6644686900415,False,48,18.781635705469828,3213.3289373800844
48,2020-03-10,11,86.6698980417145,1606.6644686900415,False,49,21.43177070601342,3213.3289373800844
