,Report_Date,Azerbaijan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,11,86.6698980417145,1606.6644686900415,False,50,24.452983908699895,3213.3289373800844
50,2020-03-12,11,86.6698980417145,1606.6644686900415,False,51,27.89637198909582,3213.3289373800844
51,2020-03-13,15,86.6698980417145,1606.6644686900415,False,52,31.819808176388953,3213.3289373800844
52,2020-03-14,15,86.6698980417145,1606.6644686900415,False,53,36.28876293284638,3213.3289373800844
53,2020-03-15,23,86.6698980417145,1606.6644686900415,False,54,41.37720024255369,3213.3289373800844
54,2020-03-16,28,86.6698980417145,1606.6644686900415,False,55,47.16854883010839,3213.3289373800844
55,2020-03-17,28,86.6698980417145,1606.6644686900415,False,56,53.75674454392571,3213.3289373800844
56,2020-03-18,28,86.6698980417145,1606.6644686900415,False,57,61.24733592429252,3213.3289373800844
57,2020-03-19,44,86.6698980417145,1606.6644686900415,False,58,69.75863935852762,3213.3289373800844
58,2020-03-20,44,86.6698980417145,1606.6644686900415,False,59,79.42292289507147,3213.3289373800844
59,2020-03-21,53,86.6698980417145,1606.6644686900415,False,60,90.3875884114644,3213.3289373800844
60,2020-03-22,65,86.6698980417145,1606.6644686900415,False,61,102.81631007144762,3213.3289373800844
61,2020-03-23,72,86.6698980417145,1606.6644686900415,False,62,116.8900725605022,3213.3289373800844
62,2020-03-24,87,86.6698980417145,1606.6644686900415,False,63,132.80803524370754,3213.3289373800844
63,2020-03-25,93,86.6698980417145,1606.6644686900415,False,64,150.7881281054966,3213.3289373800844
64,2020-03-26,122,86.6698980417145,1606.6644686900415,False,65,171.06726235957532,3213.3289373800844
65,2020-03-27,165,86.6698980417145,1606.6644686900415,False,66,193.9010136572083,3213.3289373800844
66,2020-03-28,182,86.6698980417145,1606.6644686900415,False,67,219.56261021114676,3213.3289373800844
67,2020-03-29,209,86.6698980417145,1606.6644686900415,False,68,248.34103409065426,3213.3289373800844
68,2020-03-30,273,86.6698980417145,1606.6644686900415,False,69,280.5380247211332,3213.3289373800844
69,2020-03-31,298,86.6698980417145,1606.6644686900415,False,70,316.4637638113262,3213.3289373800844
70,2020-04-01,359,86.6698980417145,1606.6644686900415,False,71,356.4310264619373,3213.3289373800844
71,2020-04-02,400,86.6698980417145,1606.6644686900415,False,72,400.74761122989435,3213.3289373800844
72,2020-04-03,443,86.6698980417145,1606.6644686900415,False,73,449.7069203044908,3213.3289373800844
73,2020-04-04,521,86.6698980417145,1606.6644686900415,False,74,503.5766572989263,3213.3289373800844
74,2020-04-05,584,86.6698980417145,1606.6644686900415,False,75,562.5857502018681,3213.3289373800844
75,2020-04-06,641,86.6698980417145,1606.6644686900415,False,76,626.90979238457,3213.3289373800844
76,2020-04-07,717,86.6698980417145,1606.6644686900415,False,77,696.65552002794,3213.3289373800844
77,2020-04-08,822,86.6698980417145,1606.6644686900415,False,78,771.8450952240063,3213.3289373800844
