,Report_Date,China_macau_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,292.1176384873806,110470.38315091381,False,1,2.298200517867627,220940.7663018277
1,2020-01-23,2,292.1176384873806,110470.38315091381,False,2,2.390584657343555,220940.7663018277
2,2020-01-24,2,292.1176384873806,110470.38315091381,False,3,2.4866824558758087,220940.7663018277
3,2020-01-25,2,292.1176384873806,110470.38315091381,False,4,2.58664319176015,220940.7663018277
4,2020-01-26,5,292.1176384873806,110470.38315091381,False,5,2.690622143564631,220940.7663018277
5,2020-01-27,6,292.1176384873806,110470.38315091381,False,6,2.79878083128874,220940.7663018277
6,2020-01-28,7,292.1176384873806,110470.38315091381,False,7,2.9112872672131624,220940.7663018277
7,2020-01-29,7,292.1176384873806,110470.38315091381,False,8,3.0283162168294244,220940.7663018277
8,2020-01-30,7,292.1176384873806,110470.38315091381,False,9,3.1500494702542707,220940.7663018277
9,2020-01-31,7,292.1176384873806,110470.38315091381,False,10,3.2766761245499154,220940.7663018277
10,2020-02-01,7,292.1176384873806,110470.38315091381,False,11,3.4083928773881618,220940.7663018277
11,2020-02-02,8,292.1176384873806,110470.38315091381,False,12,3.5454043325140097,220940.7663018277
12,2020-02-03,8,292.1176384873806,110470.38315091381,False,13,3.6879233174826047,220940.7663018277
13,2020-02-04,10,292.1176384873806,110470.38315091381,False,14,3.836171214162431,220940.7663018277
14,2020-02-05,10,292.1176384873806,110470.38315091381,False,15,3.990378302517402,220940.7663018277
15,2020-02-06,10,292.1176384873806,110470.38315091381,False,16,4.1507841182010745,220940.7663018277
16,2020-02-07,10,292.1176384873806,110470.38315091381,False,17,4.3176378245175995,220940.7663018277
17,2020-02-08,10,292.1176384873806,110470.38315091381,False,18,4.491198599326278,220940.7663018277
18,2020-02-09,10,292.1176384873806,110470.38315091381,False,19,4.6717360374896995,220940.7663018277
19,2020-02-10,10,292.1176384873806,110470.38315091381,False,20,4.8595305694895226,220940.7663018277
20,2020-02-11,10,292.1176384873806,110470.38315091381,False,21,5.054873896858976,220940.7663018277
21,2020-02-12,10,292.1176384873806,110470.38315091381,False,22,5.258069445107172,220940.7663018277
22,2020-02-13,10,292.1176384873806,110470.38315091381,False,23,5.469432834837388,220940.7663018277
23,2020-02-14,10,292.1176384873806,110470.38315091381,False,24,5.689292371789629,220940.7663018277
24,2020-02-15,10,292.1176384873806,110470.38315091381,False,25,5.917989556567048,220940.7663018277
25,2020-02-16,10,292.1176384873806,110470.38315091381,False,26,6.155879614836213,220940.7663018277
26,2020-02-17,10,292.1176384873806,110470.38315091381,False,27,6.403332048822933,220940.7663018277
27,2020-02-18,10,292.1176384873806,110470.38315091381,False,28,6.660731210958175,220940.7663018277
28,2020-02-19,10,292.1176384873806,110470.38315091381,False,29,6.928476900562936,220940.7663018277
29,2020-02-20,10,292.1176384873806,110470.38315091381,False,30,7.20698498449646,220940.7663018277
30,2020-02-21,10,292.1176384873806,110470.38315091381,False,31,7.496688042729262,220940.7663018277
31,2020-02-22,10,292.1176384873806,110470.38315091381,False,32,7.798036039840862,220940.7663018277
32,2020-02-23,10,292.1176384873806,110470.38315091381,False,33,8.111497023482217,220940.7663018277
33,2020-02-24,10,292.1176384873806,110470.38315091381,False,34,8.437557850884446,220940.7663018277
34,2020-02-25,10,292.1176384873806,110470.38315091381,False,35,8.776724944538687,220940.7663018277
35,2020-02-26,10,292.1176384873806,110470.38315091381,False,36,9.129525078217032,220940.7663018277
36,2020-02-27,10,292.1176384873806,110470.38315091381,False,37,9.496506194551174,220940.7663018277
37,2020-02-28,10,292.1176384873806,110470.38315091381,False,38,9.87823825543413,220940.7663018277
38,2020-02-29,10,292.1176384873806,110470.38315091381,False,39,10.27531412656103,220940.7663018277
39,2020-03-01,10,292.1176384873806,110470.38315091381,False,40,10.688350497477483,220940.7663018277
40,2020-03-02,10,292.1176384873806,110470.38315091381,False,41,11.117988838558826,220940.7663018277
41,2020-03-03,10,292.1176384873806,110470.38315091381,False,42,11.564896396400398,220940.7663018277
42,2020-03-04,10,292.1176384873806,110470.38315091381,False,43,12.029767229158114,220940.7663018277
43,2020-03-05,10,292.1176384873806,110470.38315091381,False,44,12.51332328344012,220940.7663018277
44,2020-03-06,10,292.1176384873806,110470.38315091381,False,45,13.016315514414208,220940.7663018277
45,2020-03-07,10,292.1176384873806,110470.38315091381,False,46,13.53952505086218,220940.7663018277
46,2020-03-08,10,292.1176384873806,110470.38315091381,False,47,14.083764406981352,220940.7663018277
47,2020-03-09,10,292.1176384873806,110470.38315091381,False,48,14.649878742805312,220940.7663018277
48,2020-03-10,10,292.1176384873806,110470.38315091381,False,49,15.238747175190673,220940.7663018277
49,2020-03-11,10,292.1176384873806,110470.38315091381,False,50,15.851284141394181,220940.7663018277
50,2020-03-12,10,292.1176384873806,110470.38315091381,False,51,16.48844081734525,220940.7663018277
51,2020-03-13,10,292.1176384873806,110470.38315091381,False,52,17.151206592802918,220940.7663018277
52,2020-03-14,10,292.1176384873806,110470.38315091381,False,53,17.840610605673266,220940.7663018277
53,2020-03-15,10,292.1176384873806,110470.38315091381,False,54,18.557723337854227,220940.7663018277
54,2020-03-16,11,292.1176384873806,110470.38315091381,False,55,19.303658275068642,220940.7663018277
55,2020-03-17,12,292.1176384873806,110470.38315091381,False,56,20.079573633244564,220940.7663018277
56,2020-03-18,15,292.1176384873806,110470.38315091381,False,57,20.88667415410344,220940.7663018277
57,2020-03-19,17,292.1176384873806,110470.38315091381,False,58,21.72621297272262,220940.7663018277
58,2020-03-20,17,292.1176384873806,110470.38315091381,False,59,22.599493559948616,220940.7663018277
59,2020-03-21,18,292.1176384873806,110470.38315091381,False,60,23.50787174265169,220940.7663018277
60,2020-03-22,24,292.1176384873806,110470.38315091381,False,61,24.45275780493111,220940.7663018277
61,2020-03-23,24,292.1176384873806,110470.38315091381,False,62,25.435618673503843,220940.7663018277
62,2020-03-24,25,292.1176384873806,110470.38315091381,False,63,26.457980190637503,220940.7663018277
63,2020-03-25,30,292.1176384873806,110470.38315091381,False,64,27.521429478121807,220940.7663018277
64,2020-03-26,31,292.1176384873806,110470.38315091381,False,65,28.62761739591087,220940.7663018277
65,2020-03-27,33,292.1176384873806,110470.38315091381,False,66,29.778261099212866,220940.7663018277
66,2020-03-28,37,292.1176384873806,110470.38315091381,False,67,30.97514669795266,220940.7663018277
67,2020-03-29,37,292.1176384873806,110470.38315091381,False,68,32.22013202268835,220940.7663018277
68,2020-03-30,38,292.1176384873806,110470.38315091381,False,69,33.51514950122396,220940.7663018277
69,2020-03-31,41,292.1176384873806,110470.38315091381,False,70,34.86220915032792,220940.7663018277
70,2020-04-01,41,292.1176384873806,110470.38315091381,False,71,36.2634016871409,220940.7663018277
71,2020-04-02,41,292.1176384873806,110470.38315091381,False,72,37.72090176503742,220940.7663018277
72,2020-04-03,43,292.1176384873806,110470.38315091381,False,73,39.23697133889317,220940.7663018277
73,2020-04-04,43,292.1176384873806,110470.38315091381,False,74,40.81396316490504,220940.7663018277
74,2020-04-05,44,292.1176384873806,110470.38315091381,False,75,42.45432444031299,220940.7663018277
75,2020-04-06,44,292.1176384873806,110470.38315091381,False,76,44.16060058858328,220940.7663018277
76,2020-04-07,44,292.1176384873806,110470.38315091381,False,77,45.93543919583087,220940.7663018277
77,2020-04-08,45,292.1176384873806,110470.38315091381,False,78,47.78159410448486,220940.7663018277
