,Report_Date,Finland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,225,72.49798769083748,1723.0050587449869,True,53,210.02602540663136,3094.2550088513876
53,2020-03-15,244,72.49798769083748,1723.0050587449869,True,54,239.4535735525065,3094.2550088513876
54,2020-03-16,277,72.49798769083748,1723.0050587449869,True,55,272.6569155075672,3094.2550088513876
55,2020-03-17,321,72.49798769083748,1723.0050587449869,True,56,310.0191960133635,3094.2550088513876
56,2020-03-18,336,72.49798769083748,1723.0050587449869,True,57,351.9334479314185,3094.2550088513876
57,2020-03-19,400,72.49798769083748,1723.0050587449869,True,58,398.79383666222816,3094.2550088513876
58,2020-03-20,450,72.49798769083748,1723.0050587449869,True,59,450.9842903406758,3094.2550088513876
59,2020-03-21,523,72.49798769083748,1723.0050587449869,True,60,508.8643509127807,3094.2550088513876
60,2020-03-22,626,72.49798769083748,1723.0050587449869,True,61,572.7522625473068,3094.2550088513876
61,2020-03-23,700,72.49798769083748,1723.0050587449869,True,62,642.9055732893733,3094.2550088513876
62,2020-03-24,792,72.49798769083748,1723.0050587449869,True,63,719.4998622278088,3094.2550088513876
63,2020-03-25,880,72.49798769083748,1723.0050587449869,True,64,802.6066011454943,3094.2550088513876
64,2020-03-26,958,72.49798769083748,1723.0050587449869,True,65,892.1715796799823,3094.2550088513876
65,2020-03-27,1041,72.49798769083748,1723.0050587449869,True,66,987.9957067990292,3094.2550088513876
66,2020-03-28,1167,72.49798769083748,1723.0050587449869,True,67,1089.72026962325,3094.2550088513876
67,2020-03-29,1240,72.49798769083748,1723.0050587449869,True,68,1196.8187949823434,3094.2550088513876
68,2020-03-30,1352,72.49798769083748,1723.0050587449869,True,69,1308.5974408653633,3094.2550088513876
69,2020-03-31,1418,72.49798769083748,1723.0050587449869,True,70,1424.2052993461948,3094.2550088513876
70,2020-04-01,1446,72.49798769083748,1723.0050587449869,True,71,1542.6551326405172,3094.2550088513876
71,2020-04-02,1518,72.49798769083748,1723.0050587449869,True,72,1662.8539750017396,3094.2550088513876
72,2020-04-03,1615,72.49798769083748,1723.0050587449869,True,73,1783.6418693981357,3094.2550088513876
73,2020-04-04,1882,72.49798769083748,1723.0050587449869,True,74,1903.8359667884686,3094.2550088513876
74,2020-04-05,1927,72.49798769083748,1723.0050587449869,True,75,2022.2764938674497,3094.2550088513876
75,2020-04-06,2176,72.49798769083748,1723.0050587449869,True,76,2137.8708374188586,3094.2550088513876
76,2020-04-07,2308,72.49798769083748,1723.0050587449869,True,77,2249.632253193487,3094.2550088513876
77,2020-04-08,2487,72.49798769083748,1723.0050587449869,True,78,2356.710430800779,3094.2550088513876
