,Report_Date,Finland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.49798769083748,1723.0050587449869,True,1,0.15203673509531254,3094.2550088513876
1,2020-01-23,0,72.49798769083748,1723.0050587449869,True,2,0.17492880687790857,3094.2550088513876
2,2020-01-24,0,72.49798769083748,1723.0050587449869,True,3,0.20126752161397551,3094.2550088513876
3,2020-01-25,0,72.49798769083748,1723.0050587449869,True,4,0.231571742577834,3094.2550088513876
4,2020-01-26,0,72.49798769083748,1723.0050587449869,True,5,0.26643842246255645,3094.2550088513876
5,2020-01-27,0,72.49798769083748,1723.0050587449869,True,6,0.3065543490773432,3094.2550088513876
6,2020-01-28,0,72.49798769083748,1723.0050587449869,True,7,0.35270965554229844,3094.2550088513876
7,2020-01-29,1,72.49798769083748,1723.0050587449869,True,8,0.40581335933535767,3094.2550088513876
8,2020-01-30,1,72.49798769083748,1723.0050587449869,True,9,0.46691123391904243,3094.2550088513876
9,2020-01-31,1,72.49798769083748,1723.0050587449869,True,10,0.5372063618363799,3094.2550088513876
10,2020-02-01,1,72.49798769083748,1723.0050587449869,True,11,0.6180827699421796,3094.2550088513876
11,2020-02-02,1,72.49798769083748,1723.0050587449869,True,12,0.7111326067642534,3094.2550088513876
12,2020-02-03,1,72.49798769083748,1723.0050587449869,True,13,0.8181873899271718,3094.2550088513876
13,2020-02-04,1,72.49798769083748,1723.0050587449869,True,14,0.9413539293107345,3094.2550088513876
14,2020-02-05,1,72.49798769083748,1723.0050587449869,True,15,1.0830556204943513,3094.2550088513876
15,2020-02-06,1,72.49798769083748,1723.0050587449869,True,16,1.246079904551911,3094.2550088513876
16,2020-02-07,1,72.49798769083748,1723.0050587449869,True,17,1.433632806070984,3094.2550088513876
17,2020-02-08,1,72.49798769083748,1723.0050587449869,True,18,1.649401593209821,3094.2550088513876
18,2020-02-09,1,72.49798769083748,1723.0050587449869,True,19,1.8976267536844384,3094.2550088513876
19,2020-02-10,1,72.49798769083748,1723.0050587449869,True,20,2.1831846509733652,3094.2550088513876
20,2020-02-11,1,72.49798769083748,1723.0050587449869,True,21,2.511682418067764,3094.2550088513876
21,2020-02-12,1,72.49798769083748,1723.0050587449869,True,22,2.8895668642263064,3094.2550088513876
22,2020-02-13,1,72.49798769083748,1723.0050587449869,True,23,3.324249415926996,3094.2550088513876
23,2020-02-14,1,72.49798769083748,1723.0050587449869,True,24,3.824249389028702,3094.2550088513876
24,2020-02-15,1,72.49798769083748,1723.0050587449869,True,25,4.399358197398917,3094.2550088513876
25,2020-02-16,1,72.49798769083748,1723.0050587449869,True,26,5.06082744592986,3094.2550088513876
26,2020-02-17,1,72.49798769083748,1723.0050587449869,True,27,5.821584234353169,3094.2550088513876
27,2020-02-18,1,72.49798769083748,1723.0050587449869,True,28,6.696477413012537,3094.2550088513876
28,2020-02-19,1,72.49798769083748,1723.0050587449869,True,29,7.702558981742719,3094.2550088513876
29,2020-02-20,1,72.49798769083748,1723.0050587449869,True,30,8.85940530507814,3094.2550088513876
30,2020-02-21,1,72.49798769083748,1723.0050587449869,True,31,10.189483324986561,3094.2550088513876
31,2020-02-22,1,72.49798769083748,1723.0050587449869,True,32,11.71856747577679,3094.2550088513876
32,2020-02-23,1,72.49798769083748,1723.0050587449869,True,33,13.476213528555435,3094.2550088513876
33,2020-02-24,1,72.49798769083748,1723.0050587449869,True,34,15.496296090570441,3094.2550088513876
34,2020-02-25,1,72.49798769083748,1723.0050587449869,True,35,17.81761692350673,3094.2550088513876
35,2020-02-26,2,72.49798769083748,1723.0050587449869,True,36,20.484591576066276,3094.2550088513876
36,2020-02-27,2,72.49798769083748,1723.0050587449869,True,37,23.548021983840695,3094.2550088513876
37,2020-02-28,2,72.49798769083748,1723.0050587449869,True,38,27.065962584416134,3094.2550088513876
38,2020-02-29,3,72.49798769083748,1723.0050587449869,True,39,31.10468700947386,3094.2550088513876
39,2020-03-01,6,72.49798769083748,1723.0050587449869,True,40,35.73976139350743,3094.2550088513876
40,2020-03-02,6,72.49798769083748,1723.0050587449869,True,41,41.05722858101733,3094.2550088513876
41,2020-03-03,6,72.49798769083748,1723.0050587449869,True,42,47.154904767223606,3094.2550088513876
42,2020-03-04,6,72.49798769083748,1723.0050587449869,True,43,54.14378605521287,3094.2550088513876
43,2020-03-05,12,72.49798769083748,1723.0050587449869,True,44,62.149556668145394,3094.2550088513876
44,2020-03-06,15,72.49798769083748,1723.0050587449869,True,45,71.31418265666908,3094.2550088513876
45,2020-03-07,15,72.49798769083748,1723.0050587449869,True,46,81.79756435379016,3094.2550088513876
46,2020-03-08,23,72.49798769083748,1723.0050587449869,True,47,93.77920695695849,3094.2550088513876
47,2020-03-09,30,72.49798769083748,1723.0050587449869,True,48,107.45985083637274,3094.2550088513876
48,2020-03-10,40,72.49798769083748,1723.0050587449869,True,49,123.06298088628908,3094.2550088513876
49,2020-03-11,59,72.49798769083748,1723.0050587449869,True,50,140.83610698796105,3094.2550088513876
50,2020-03-12,59,72.49798769083748,1723.0050587449869,True,51,161.05167525478547,3094.2550088513876
51,2020-03-13,155,72.49798769083748,1723.0050587449869,True,52,184.00743249855051,3094.2550088513876
