,Report_Date,UK_british virgin islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
54,2020-03-16,0,83.61127997160742,3.7212689356505035,False,55,0.6415602455815852,0.023213301065716466
55,2020-03-17,0,83.61127997160742,3.7212689356505035,False,56,0.6916172286332202,0.023213301065716466
56,2020-03-18,0,83.61127997160742,3.7212689356505035,False,57,0.7451519261174293,0.023213301065716466
57,2020-03-19,0,83.61127997160742,3.7212689356505035,False,58,0.8023379898759735,0.023213301065716466
58,2020-03-20,0,83.61127997160742,3.7212689356505035,False,59,0.863347012072355,0.023213301065716466
59,2020-03-21,0,83.61127997160742,3.7212689356505035,False,60,0.9283465283331805,0.023213301065716466
60,2020-03-22,0,83.61127997160742,3.7212689356505035,False,61,0.9974977671808398,0.023213301065716466
61,2020-03-23,0,83.61127997160742,3.7212689356505035,False,62,1.070953148519554,0.023213301065716466
62,2020-03-24,0,83.61127997160742,3.7212689356505035,False,63,1.148853542025733,0.023213301065716466
63,2020-03-25,0,83.61127997160742,3.7212689356505035,False,64,1.2313253058709013,0.023213301065716466
64,2020-03-26,0,83.61127997160742,3.7212689356505035,False,65,1.3184771371827688,0.023213301065716466
65,2020-03-27,0,83.61127997160742,3.7212689356505035,False,66,1.410396777825425,0.023213301065716466
66,2020-03-28,2,83.61127997160742,3.7212689356505035,False,67,1.5071476321182298,0.023213301065716466
67,2020-03-29,2,83.61127997160742,3.7212689356505035,False,68,1.6087653665317203,0.023213301065716466
68,2020-03-30,2,83.61127997160742,3.7212689356505035,False,69,1.7152545745610486,0.023213301065716466
69,2020-03-31,3,83.61127997160742,3.7212689356505035,False,70,1.8265856021001297,0.023213301065716466
70,2020-04-01,3,83.61127997160742,3.7212689356505035,False,71,1.9426916388165578,0.023213301065716466
71,2020-04-02,3,83.61127997160742,3.7212689356505035,False,72,2.0634661882724874,0.023213301065716466
72,2020-04-03,3,83.61127997160742,3.7212689356505035,False,73,2.188761032846216,0.023213301065716466
73,2020-04-04,3,83.61127997160742,3.7212689356505035,False,74,2.318384807944302,0.023213301065716466
74,2020-04-05,3,83.61127997160742,3.7212689356505035,False,75,2.452102292775801,0.023213301065716466
75,2020-04-06,3,83.61127997160742,3.7212689356505035,False,76,2.589634511573815,0.023213301065716466
76,2020-04-07,3,83.61127997160742,3.7212689356505035,False,77,2.730659719442247,0.023213301065716466
77,2020-04-08,3,83.61127997160742,3.7212689356505035,False,78,2.8748153212693626,0.023213301065716466
