,Report_Date,Canada_manitoba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
53,2020-03-15,4,79.62457896162837,270.797693341016,False,54,13.002710444550036,541.5953866819057
54,2020-03-16,7,79.62457896162837,270.797693341016,False,55,14.969578397910341,541.5953866819057
55,2020-03-17,8,79.62457896162837,270.797693341016,False,56,17.22427185053593,541.5953866819057
56,2020-03-18,15,79.62457896162837,270.797693341016,False,57,19.805791649140986,541.5953866819057
57,2020-03-19,17,79.62457896162837,270.797693341016,False,58,22.75742983826544,541.5953866819057
58,2020-03-20,17,79.62457896162837,270.797693341016,False,59,26.126922288358816,541.5953866819057
59,2020-03-21,18,79.62457896162837,270.797693341016,False,60,29.96649142326724,541.5953866819057
60,2020-03-22,20,79.62457896162837,270.797693341016,False,61,34.33273499352557,541.5953866819057
61,2020-03-23,20,79.62457896162837,270.797693341016,False,62,39.286308396047716,541.5953866819057
62,2020-03-24,21,79.62457896162837,270.797693341016,False,63,44.89134036057424,541.5953866819057
63,2020-03-25,35,79.62457896162837,270.797693341016,False,64,51.214516314790274,541.5953866819057
64,2020-03-26,36,79.62457896162837,270.797693341016,False,65,58.32376236878911,541.5953866819057
65,2020-03-27,39,79.62457896162837,270.797693341016,False,66,66.28646815610698,541.5953866819057
66,2020-03-28,64,79.62457896162837,270.797693341016,False,67,75.16720169973186,541.5953866819057
67,2020-03-29,72,79.62457896162837,270.797693341016,False,68,85.02489709928933,541.5953866819057
68,2020-03-30,96,79.62457896162837,270.797693341016,False,69,95.90953869115921,541.5953866819057
69,2020-03-31,103,79.62457896162837,270.797693341016,False,70,107.85842447271669,541.5953866819057
70,2020-04-01,127,79.62457896162837,270.797693341016,False,71,120.89216538383644,541.5953866819057
71,2020-04-02,167,79.62457896162837,270.797693341016,False,72,135.0106599568821,541.5953866819057
72,2020-04-03,182,79.62457896162837,270.797693341016,False,73,150.18936552328245,541.5953866819057
73,2020-04-04,182,79.62457896162837,270.797693341016,False,74,166.37625248180393,541.5953866819057
74,2020-04-05,203,79.62457896162837,270.797693341016,False,75,183.48985879464374,541.5953866819057
75,2020-04-06,203,79.62457896162837,270.797693341016,False,76,201.4188398735554,541.5953866819057
76,2020-04-07,217,79.62457896162837,270.797693341016,False,77,220.02332171490355,541.5953866819057
77,2020-04-08,217,79.62457896162837,270.797693341016,False,78,239.1382108645989,541.5953866819057
