,Report_Date,Canada_manitoba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.62457896162837,270.797693341016,False,1,0.006258418750253901,541.5953866819057
1,2020-01-23,0,79.62457896162837,270.797693341016,False,2,0.007232001678000599,541.5953866819057
2,2020-01-24,0,79.62457896162837,270.797693341016,False,3,0.008357036454678116,541.5953866819057
3,2020-01-25,0,79.62457896162837,270.797693341016,False,4,0.009657082346711615,541.5953866819057
4,2020-01-26,0,79.62457896162837,270.797693341016,False,5,0.011159363146510275,541.5953866819057
5,2020-01-27,0,79.62457896162837,270.797693341016,False,6,0.012895337083027095,541.5953866819057
6,2020-01-28,0,79.62457896162837,270.797693341016,False,7,0.014901355335801768,541.5953866819057
7,2020-01-29,0,79.62457896162837,270.797693341016,False,8,0.017219422917681467,541.5953866819057
8,2020-01-30,0,79.62457896162837,270.797693341016,False,9,0.019898077826613833,541.5953866819057
9,2020-01-31,0,79.62457896162837,270.797693341016,False,10,0.02299340683219368,541.5953866819057
10,2020-02-01,0,79.62457896162837,270.797693341016,False,11,0.0265702191086745,541.5953866819057
11,2020-02-02,0,79.62457896162837,270.797693341016,False,12,0.03070340221123002,541.5953866819057
12,2020-02-03,0,79.62457896162837,270.797693341016,False,13,0.03547948868342985,541.5953866819057
13,2020-02-04,0,79.62457896162837,270.797693341016,False,14,0.040998465958254716,541.5953866819057
14,2020-02-05,0,79.62457896162837,270.797693341016,False,15,0.04737586726103581,541.5953866819057
15,2020-02-06,0,79.62457896162837,270.797693341016,False,16,0.054745187042004255,541.5953866819057
16,2020-02-07,0,79.62457896162837,270.797693341016,False,17,0.06326067117503692,541.5953866819057
17,2020-02-08,0,79.62457896162837,270.797693341016,False,18,0.07310053989082711,541.5953866819057
18,2020-02-09,0,79.62457896162837,270.797693341016,False,19,0.08447071031919022,541.5953866819057
19,2020-02-10,0,79.62457896162837,270.797693341016,False,20,0.09760909576995959,541.5953866819057
20,2020-02-11,0,79.62457896162837,270.797693341016,False,21,0.11279057068221568,541.5953866819057
21,2020-02-12,0,79.62457896162837,270.797693341016,False,22,0.13033270374123526,541.5953866819057
22,2020-02-13,0,79.62457896162837,270.797693341016,False,23,0.15060237725463568,541.5953866819057
23,2020-02-14,0,79.62457896162837,270.797693341016,False,24,0.17402342877880098,541.5953866819057
24,2020-02-15,0,79.62457896162837,270.797693341016,False,25,0.20108547151341158,541.5953866819057
25,2020-02-16,0,79.62457896162837,270.797693341016,False,26,0.23235407349198942,541.5953866819057
26,2020-02-17,0,79.62457896162837,270.797693341016,False,27,0.2684825024840554,541.5953866819057
27,2020-02-18,0,79.62457896162837,270.797693341016,False,28,0.3102252742222063,541.5953866819057
28,2020-02-19,0,79.62457896162837,270.797693341016,False,29,0.358453776544098,541.5953866819057
29,2020-02-20,0,79.62457896162837,270.797693341016,False,30,0.41417428179602733,541.5953866819057
30,2020-02-21,0,79.62457896162837,270.797693341016,False,31,0.47854870490639295,541.5953866819057
31,2020-02-22,0,79.62457896162837,270.797693341016,False,32,0.552918515438488,541.5953866819057
32,2020-02-23,0,79.62457896162837,270.797693341016,False,33,0.6388322691957979,541.5953866819057
33,2020-02-24,0,79.62457896162837,270.797693341016,False,34,0.7380772890579441,541.5953866819057
34,2020-02-25,0,79.62457896162837,270.797693341016,False,35,0.8527160960593023,541.5953866819057
35,2020-02-26,0,79.62457896162837,270.797693341016,False,36,0.9851282705150157,541.5953866819057
36,2020-02-27,0,79.62457896162837,270.797693341016,False,37,1.1380585092298157,541.5953866819057
37,2020-02-28,0,79.62457896162837,270.797693341016,False,38,1.314671738094661,541.5953866819057
38,2020-02-29,0,79.62457896162837,270.797693341016,False,39,1.5186162387333326,541.5953866819057
39,2020-03-01,0,79.62457896162837,270.797693341016,False,40,1.7540958515693443,541.5953866819057
40,2020-03-02,0,79.62457896162837,270.797693341016,False,41,2.025952422910934,541.5953866819057
41,2020-03-03,0,79.62457896162837,270.797693341016,False,42,2.3397597660632417,541.5953866819057
42,2020-03-04,0,79.62457896162837,270.797693341016,False,43,2.7019304997030513,541.5953866819057
43,2020-03-05,0,79.62457896162837,270.797693341016,False,44,3.11983720170736,541.5953866819057
44,2020-03-06,0,79.62457896162837,270.797693341016,False,45,3.601949360645937,541.5953866819057
45,2020-03-07,0,79.62457896162837,270.797693341016,False,46,4.157987602902443,541.5953866819057
46,2020-03-08,0,79.62457896162837,270.797693341016,False,47,4.799096597567999,541.5953866819057
47,2020-03-09,0,79.62457896162837,270.797693341016,False,48,5.538037862984606,541.5953866819057
48,2020-03-10,0,79.62457896162837,270.797693341016,False,49,6.3894033778505595,541.5953866819057
49,2020-03-11,0,79.62457896162837,270.797693341016,False,50,7.369850384494678,541.5953866819057
50,2020-03-12,0,79.62457896162837,270.797693341016,False,51,8.498356997202949,541.5953866819057
51,2020-03-13,4,79.62457896162837,270.797693341016,False,52,9.796497114000212,541.5953866819057
52,2020-03-14,4,79.62457896162837,270.797693341016,False,53,11.288731579307626,541.5953866819057
